2024-05-27 14:12:33,430 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-27 14:12:33,470 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-27 14:12:33,470 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-27 14:12:33,470 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-27 14:12:33,470 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-27 14:12:33,481 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-27 14:56:37,602 INFO  SwAddin.cs: 294 - Assembly export called for file vaccumcleaner
2024-05-27 14:56:37,605 INFO  SwAddin.cs: 299 - Save is required
2024-05-27 14:56:37,605 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-27 14:56:37,934 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-27 14:56:37,952 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from vaccumcleaner
2024-05-27 14:56:37,960 INFO  ExportHelperExtension.cs: 1136 - Found 54 in vaccumcleaner
2024-05-27 14:56:37,961 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in vaccumcleaner
2024-05-27 14:56:37,961 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-27 14:56:37,962 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-05-27 14:56:37,963 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from vaccumtop-1
2024-05-27 14:56:37,964 INFO  ExportHelperExtension.cs: 1136 - Found 52 in vaccumtop-1
2024-05-27 14:56:37,965 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in vaccumtop-1
2024-05-27 14:56:37,966 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-3
2024-05-27 14:56:37,966 INFO  ExportHelperExtension.cs: 1136 - Found 35 in wheel-3
2024-05-27 14:56:37,967 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-3
2024-05-27 14:56:37,967 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from vaccum-2
2024-05-27 14:56:37,968 INFO  ExportHelperExtension.cs: 1136 - Found 50 in vaccum-2
2024-05-27 14:56:37,968 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in vaccum-2
2024-05-27 14:56:37,969 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sensor-1
2024-05-27 14:56:37,969 INFO  ExportHelperExtension.cs: 1136 - Found 25 in sensor-1
2024-05-27 14:56:37,970 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in sensor-1
2024-05-27 14:56:37,970 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-4
2024-05-27 14:56:37,970 INFO  ExportHelperExtension.cs: 1136 - Found 35 in wheel-4
2024-05-27 14:56:37,971 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-4
2024-05-27 14:56:37,971 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wh-1
2024-05-27 14:56:37,971 INFO  ExportHelperExtension.cs: 1136 - Found 28 in wh-1
2024-05-27 14:56:37,973 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wh-1
2024-05-27 14:56:37,974 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from mid-1
2024-05-27 14:56:37,974 INFO  ExportHelperExtension.cs: 1136 - Found 25 in mid-1
2024-05-27 14:56:37,975 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in mid-1
2024-05-27 14:56:37,975 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sweeper-1
2024-05-27 14:56:37,976 INFO  ExportHelperExtension.cs: 1136 - Found 35 in sweeper-1
2024-05-27 14:56:37,976 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in sweeper-1
2024-05-27 14:56:37,977 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from vaccumcleaner
2024-05-27 14:56:37,977 INFO  ExportHelperExtension.cs: 1136 - Found 54 in vaccumcleaner
2024-05-27 14:56:37,978 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in vaccumcleaner
2024-05-27 14:56:37,978 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-27 14:56:37,978 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-05-27 14:56:37,979 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from vaccumtop-1
2024-05-27 14:56:37,979 INFO  ExportHelperExtension.cs: 1136 - Found 52 in vaccumtop-1
2024-05-27 14:56:37,980 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in vaccumtop-1
2024-05-27 14:56:37,980 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-3
